REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2020/06/01 00:30:00,5240.84,33.54,TRADE
QLD1,2020/06/01 01:00:00,5154.97,33.58,TRADE
QLD1,2020/06/01 01:30:00,5094.2,33.31,TRADE
QLD1,2020/06/01 02:00:00,5002.73,33.47,TRADE
QLD1,2020/06/01 02:30:00,4984.6,31.55,TRADE
QLD1,2020/06/01 03:00:00,4940.02,28.25,TRADE
QLD1,2020/06/01 03:30:00,4916.5,26.58,TRADE
QLD1,2020/06/01 04:00:00,4948.96,26.61,TRADE
QLD1,2020/06/01 04:30:00,5012.15,29.58,TRADE
QLD1,2020/06/01 05:00:00,5114.83,30.24,TRADE
QLD1,2020/06/01 05:30:00,5297.66,28.31,TRADE
QLD1,2020/06/01 06:00:00,5526.64,30.71,TRADE
QLD1,2020/06/01 06:30:00,5878.34,34.87,TRADE
QLD1,2020/06/01 07:00:00,6171.75,52.36,TRADE
QLD1,2020/06/01 07:30:00,6396.91,45.85,TRADE
QLD1,2020/06/01 08:00:00,6429.65,40.80,TRADE
QLD1,2020/06/01 08:30:00,6270.97,37.27,TRADE
QLD1,2020/06/01 09:00:00,6001.05,34.60,TRADE
QLD1,2020/06/01 09:30:00,5864.55,34.43,TRADE
QLD1,2020/06/01 10:00:00,5775.99,33.11,TRADE
QLD1,2020/06/01 10:30:00,5638.98,29.87,TRADE
QLD1,2020/06/01 11:00:00,5498.42,27.75,TRADE
QLD1,2020/06/01 11:30:00,5397.4,20.69,TRADE
QLD1,2020/06/01 12:00:00,5329.66,13.69,TRADE
QLD1,2020/06/01 12:30:00,5361.01,20.09,TRADE
QLD1,2020/06/01 13:00:00,5416.99,23.77,TRADE
QLD1,2020/06/01 13:30:00,5489.8,29.15,TRADE
QLD1,2020/06/01 14:00:00,5587.69,32.06,TRADE
QLD1,2020/06/01 14:30:00,5697.81,36.72,TRADE
QLD1,2020/06/01 15:00:00,5776.41,38.72,TRADE
QLD1,2020/06/01 15:30:00,5952.26,36.76,TRADE
QLD1,2020/06/01 16:00:00,6239.86,34.23,TRADE
QLD1,2020/06/01 16:30:00,6429.14,33.07,TRADE
QLD1,2020/06/01 17:00:00,6746.92,36.49,TRADE
QLD1,2020/06/01 17:30:00,7077.17,39.17,TRADE
QLD1,2020/06/01 18:00:00,7312.47,44.69,TRADE
QLD1,2020/06/01 18:30:00,7231.48,43.71,TRADE
QLD1,2020/06/01 19:00:00,7122.23,38.84,TRADE
QLD1,2020/06/01 19:30:00,6925.3,36.96,TRADE
QLD1,2020/06/01 20:00:00,6800.58,37.87,TRADE
QLD1,2020/06/01 20:30:00,6699.47,39.66,TRADE
QLD1,2020/06/01 21:00:00,6473.88,37.74,TRADE
QLD1,2020/06/01 21:30:00,6276.18,37.55,TRADE
QLD1,2020/06/01 22:00:00,6112.54,36.74,TRADE
QLD1,2020/06/01 22:30:00,6020.21,36.91,TRADE
QLD1,2020/06/01 23:00:00,5882.11,37.48,TRADE
QLD1,2020/06/01 23:30:00,5695.65,37.30,TRADE
QLD1,2020/06/02 00:00:00,5498.9,36.82,TRADE
QLD1,2020/06/02 00:30:00,5356.77,37.25,TRADE
QLD1,2020/06/02 01:00:00,5279.12,37.48,TRADE
QLD1,2020/06/02 01:30:00,5161.78,37.25,TRADE
QLD1,2020/06/02 02:00:00,5095.41,31.59,TRADE
QLD1,2020/06/02 02:30:00,5032.18,28.09,TRADE
QLD1,2020/06/02 03:00:00,5015.47,26.78,TRADE
QLD1,2020/06/02 03:30:00,5017.8,10.53,TRADE
QLD1,2020/06/02 04:00:00,5070.99,14.87,TRADE
QLD1,2020/06/02 04:30:00,5141.21,28.39,TRADE
QLD1,2020/06/02 05:00:00,5193.63,14.47,TRADE
QLD1,2020/06/02 05:30:00,5412.11,28.83,TRADE
QLD1,2020/06/02 06:00:00,5619.83,34.05,TRADE
QLD1,2020/06/02 06:30:00,5963.53,37.61,TRADE
QLD1,2020/06/02 07:00:00,6336.75,43.99,TRADE
QLD1,2020/06/02 07:30:00,6549.61,44.95,TRADE
QLD1,2020/06/02 08:00:00,6396.67,39.33,TRADE
QLD1,2020/06/02 08:30:00,6119.76,29,TRADE
QLD1,2020/06/02 09:00:00,5870.6,29.44,TRADE
QLD1,2020/06/02 09:30:00,5571.57,27.13,TRADE
QLD1,2020/06/02 10:00:00,5320.77,0.22,TRADE
QLD1,2020/06/02 10:30:00,5162.23,-5.47,TRADE
QLD1,2020/06/02 11:00:00,5009.35,-19.47,TRADE
QLD1,2020/06/02 11:30:00,4863,-40.17,TRADE
QLD1,2020/06/02 12:00:00,4826.16,-34.50,TRADE
QLD1,2020/06/02 12:30:00,4826.79,-32.75,TRADE
QLD1,2020/06/02 13:00:00,4866,-28.95,TRADE
QLD1,2020/06/02 13:30:00,4923.28,-23.79,TRADE
QLD1,2020/06/02 14:00:00,5024.23,2.89,TRADE
QLD1,2020/06/02 14:30:00,5209.99,5.07,TRADE
QLD1,2020/06/02 15:00:00,5379.61,13.31,TRADE
QLD1,2020/06/02 15:30:00,5626.55,18.09,TRADE
QLD1,2020/06/02 16:00:00,6022.39,32.35,TRADE
QLD1,2020/06/02 16:30:00,6356.99,31.97,TRADE
QLD1,2020/06/02 17:00:00,6806.58,48.40,TRADE
QLD1,2020/06/02 17:30:00,7255.98,69.28,TRADE
QLD1,2020/06/02 18:00:00,7586,67.16,TRADE
QLD1,2020/06/02 18:30:00,7644.81,69.17,TRADE
QLD1,2020/06/02 19:00:00,7595.32,49.67,TRADE
QLD1,2020/06/02 19:30:00,7399.99,44.60,TRADE
QLD1,2020/06/02 20:00:00,7298.68,39.92,TRADE
QLD1,2020/06/02 20:30:00,7152.74,38.99,TRADE
QLD1,2020/06/02 21:00:00,6973.47,37.88,TRADE
QLD1,2020/06/02 21:30:00,6714.89,37.85,TRADE
QLD1,2020/06/02 22:00:00,6541.13,36.47,TRADE
QLD1,2020/06/02 22:30:00,6358.33,36.33,TRADE
QLD1,2020/06/02 23:00:00,6162.32,35.19,TRADE
QLD1,2020/06/02 23:30:00,5963.47,35.69,TRADE
QLD1,2020/06/03 00:00:00,5708.59,34.90,TRADE
QLD1,2020/06/03 00:30:00,5561.1,36.23,TRADE
QLD1,2020/06/03 01:00:00,5397.24,34.83,TRADE
QLD1,2020/06/03 01:30:00,5303.78,35.16,TRADE
QLD1,2020/06/03 02:00:00,5260.12,34.83,TRADE
QLD1,2020/06/03 02:30:00,5220.45,34.07,TRADE
QLD1,2020/06/03 03:00:00,5206.05,31.27,TRADE
QLD1,2020/06/03 03:30:00,5238.37,33.22,TRADE
QLD1,2020/06/03 04:00:00,5258.73,27.34,TRADE
QLD1,2020/06/03 04:30:00,5330.94,30.98,TRADE
QLD1,2020/06/03 05:00:00,5432.64,30.41,TRADE
QLD1,2020/06/03 05:30:00,5672.97,33.28,TRADE
QLD1,2020/06/03 06:00:00,5919.19,35.78,TRADE
QLD1,2020/06/03 06:30:00,6392.18,39.51,TRADE
QLD1,2020/06/03 07:00:00,6782.61,104.87,TRADE
QLD1,2020/06/03 07:30:00,7109.87,54.60,TRADE
QLD1,2020/06/03 08:00:00,6937.75,43.78,TRADE
QLD1,2020/06/03 08:30:00,6574.84,35.40,TRADE
QLD1,2020/06/03 09:00:00,6190.6,34.15,TRADE
QLD1,2020/06/03 09:30:00,5856.85,36.14,TRADE
QLD1,2020/06/03 10:00:00,5534.13,32.16,TRADE
QLD1,2020/06/03 10:30:00,5310.55,27.70,TRADE
QLD1,2020/06/03 11:00:00,5087.57,-0.17,TRADE
QLD1,2020/06/03 11:30:00,4976.43,-8.16,TRADE
QLD1,2020/06/03 12:00:00,4872.78,-21.77,TRADE
QLD1,2020/06/03 12:30:00,4839.67,-12.11,TRADE
QLD1,2020/06/03 13:00:00,4884.39,0.11,TRADE
QLD1,2020/06/03 13:30:00,4964.68,23.50,TRADE
QLD1,2020/06/03 14:00:00,5078.2,23.46,TRADE
QLD1,2020/06/03 14:30:00,5249.66,5.68,TRADE
QLD1,2020/06/03 15:00:00,5440.54,23.22,TRADE
QLD1,2020/06/03 15:30:00,5704.49,25.44,TRADE
QLD1,2020/06/03 16:00:00,6032.75,35.04,TRADE
QLD1,2020/06/03 16:30:00,6387.42,36.12,TRADE
QLD1,2020/06/03 17:00:00,6769.02,59.83,TRADE
QLD1,2020/06/03 17:30:00,7195.76,67.07,TRADE
QLD1,2020/06/03 18:00:00,7479.8,136.21,TRADE
QLD1,2020/06/03 18:30:00,7492.68,78.38,TRADE
QLD1,2020/06/03 19:00:00,7522.27,58.67,TRADE
QLD1,2020/06/03 19:30:00,7355.08,47.91,TRADE
QLD1,2020/06/03 20:00:00,7269.44,45.19,TRADE
QLD1,2020/06/03 20:30:00,7196.9,45.81,TRADE
QLD1,2020/06/03 21:00:00,6967.35,45.01,TRADE
QLD1,2020/06/03 21:30:00,6721.55,37.91,TRADE
QLD1,2020/06/03 22:00:00,6488.55,37.61,TRADE
QLD1,2020/06/03 22:30:00,6309.62,37.66,TRADE
QLD1,2020/06/03 23:00:00,6144.67,36.85,TRADE
QLD1,2020/06/03 23:30:00,5964.78,36.73,TRADE
QLD1,2020/06/04 00:00:00,5708.87,36.14,TRADE
QLD1,2020/06/04 00:30:00,5556.55,37.45,TRADE
QLD1,2020/06/04 01:00:00,5420,37.82,TRADE
QLD1,2020/06/04 01:30:00,5326.29,36.86,TRADE
QLD1,2020/06/04 02:00:00,5274.73,36.56,TRADE
QLD1,2020/06/04 02:30:00,5217.26,37.11,TRADE
QLD1,2020/06/04 03:00:00,5190.02,35.96,TRADE
QLD1,2020/06/04 03:30:00,5220.71,33.61,TRADE
QLD1,2020/06/04 04:00:00,5227.05,32.23,TRADE
QLD1,2020/06/04 04:30:00,5324.97,30.59,TRADE
QLD1,2020/06/04 05:00:00,5396,31.73,TRADE
QLD1,2020/06/04 05:30:00,5643.34,36.96,TRADE
QLD1,2020/06/04 06:00:00,5928.59,37.20,TRADE
QLD1,2020/06/04 06:30:00,6376.24,36.86,TRADE
QLD1,2020/06/04 07:00:00,6768.32,48.36,TRADE
QLD1,2020/06/04 07:30:00,7055.88,47.49,TRADE
QLD1,2020/06/04 08:00:00,6945.91,43.24,TRADE
QLD1,2020/06/04 08:30:00,6600.85,33.13,TRADE
QLD1,2020/06/04 09:00:00,6238.23,31.24,TRADE
QLD1,2020/06/04 09:30:00,5871.15,33.87,TRADE
QLD1,2020/06/04 10:00:00,5599.08,22.54,TRADE
QLD1,2020/06/04 10:30:00,5378.51,1.44,TRADE
QLD1,2020/06/04 11:00:00,5286.44,15.97,TRADE
QLD1,2020/06/04 11:30:00,5253.64,25.65,TRADE
QLD1,2020/06/04 12:00:00,5276.92,27.57,TRADE
QLD1,2020/06/04 12:30:00,5357.39,30.04,TRADE
QLD1,2020/06/04 13:00:00,5386.82,29.71,TRADE
QLD1,2020/06/04 13:30:00,5442.69,31.41,TRADE
QLD1,2020/06/04 14:00:00,5545.32,36.75,TRADE
QLD1,2020/06/04 14:30:00,5654.93,36.35,TRADE
QLD1,2020/06/04 15:00:00,5818.46,35.21,TRADE
QLD1,2020/06/04 15:30:00,5948.01,36.92,TRADE
QLD1,2020/06/04 16:00:00,6202.49,38.50,TRADE
QLD1,2020/06/04 16:30:00,6475.79,36.12,TRADE
QLD1,2020/06/04 17:00:00,6833.67,44.19,TRADE
QLD1,2020/06/04 17:30:00,7195.03,55.60,TRADE
QLD1,2020/06/04 18:00:00,7505.97,170.53,TRADE
QLD1,2020/06/04 18:30:00,7497.4,160.14,TRADE
QLD1,2020/06/04 19:00:00,7496.26,66.25,TRADE
QLD1,2020/06/04 19:30:00,7360.73,52.97,TRADE
QLD1,2020/06/04 20:00:00,7245.64,46.57,TRADE
QLD1,2020/06/04 20:30:00,7157.16,48.62,TRADE
QLD1,2020/06/04 21:00:00,6938.44,47.28,TRADE
QLD1,2020/06/04 21:30:00,6714.06,45.78,TRADE
QLD1,2020/06/04 22:00:00,6493.63,44.05,TRADE
QLD1,2020/06/04 22:30:00,6319.73,45.21,TRADE
QLD1,2020/06/04 23:00:00,6156.18,40.75,TRADE
QLD1,2020/06/04 23:30:00,5939.35,38.01,TRADE
QLD1,2020/06/05 00:00:00,5691.22,36.26,TRADE
QLD1,2020/06/05 00:30:00,5587.65,37.25,TRADE
QLD1,2020/06/05 01:00:00,5425.63,36.35,TRADE
QLD1,2020/06/05 01:30:00,5319.97,38.03,TRADE
QLD1,2020/06/05 02:00:00,5248.71,36.65,TRADE
QLD1,2020/06/05 02:30:00,5196.72,37.11,TRADE
QLD1,2020/06/05 03:00:00,5173.6,37.11,TRADE
QLD1,2020/06/05 03:30:00,5192.01,37.73,TRADE
QLD1,2020/06/05 04:00:00,5202.48,37.44,TRADE
QLD1,2020/06/05 04:30:00,5253.06,38.22,TRADE
QLD1,2020/06/05 05:00:00,5374.07,37.51,TRADE
QLD1,2020/06/05 05:30:00,5596.13,37.75,TRADE
QLD1,2020/06/05 06:00:00,5830.21,39.86,TRADE
QLD1,2020/06/05 06:30:00,6222.56,43.34,TRADE
QLD1,2020/06/05 07:00:00,6571.09,122.78,TRADE
QLD1,2020/06/05 07:30:00,6853.16,56.96,TRADE
QLD1,2020/06/05 08:00:00,6802.51,148.43,TRADE
QLD1,2020/06/05 08:30:00,6504.8,51.29,TRADE
QLD1,2020/06/05 09:00:00,6163.32,37.62,TRADE
QLD1,2020/06/05 09:30:00,5927.39,33.96,TRADE
QLD1,2020/06/05 10:00:00,5677.57,28.15,TRADE
QLD1,2020/06/05 10:30:00,5495.72,27.32,TRADE
QLD1,2020/06/05 11:00:00,5386.11,26.73,TRADE
QLD1,2020/06/05 11:30:00,5325.82,24.69,TRADE
QLD1,2020/06/05 12:00:00,5313.3,22.03,TRADE
QLD1,2020/06/05 12:30:00,5338.8,25.39,TRADE
QLD1,2020/06/05 13:00:00,5406.46,21.64,TRADE
QLD1,2020/06/05 13:30:00,5448.94,29.28,TRADE
QLD1,2020/06/05 14:00:00,5490.04,31.86,TRADE
QLD1,2020/06/05 14:30:00,5593.09,34.11,TRADE
QLD1,2020/06/05 15:00:00,5677.4,36.28,TRADE
QLD1,2020/06/05 15:30:00,5840.77,35.87,TRADE
QLD1,2020/06/05 16:00:00,6066.89,38.69,TRADE
QLD1,2020/06/05 16:30:00,6337.41,37.55,TRADE
QLD1,2020/06/05 17:00:00,6661.43,50.08,TRADE
QLD1,2020/06/05 17:30:00,6880.33,88.78,TRADE
QLD1,2020/06/05 18:00:00,7085.03,144.17,TRADE
QLD1,2020/06/05 18:30:00,7055.07,69.45,TRADE
QLD1,2020/06/05 19:00:00,7026.59,53.28,TRADE
QLD1,2020/06/05 19:30:00,6910.69,50.49,TRADE
QLD1,2020/06/05 20:00:00,6854.25,44.72,TRADE
QLD1,2020/06/05 20:30:00,6781.52,49.87,TRADE
QLD1,2020/06/05 21:00:00,6588.66,47.49,TRADE
QLD1,2020/06/05 21:30:00,6471.56,42.69,TRADE
QLD1,2020/06/05 22:00:00,6257.12,38.50,TRADE
QLD1,2020/06/05 22:30:00,6204.95,53.34,TRADE
QLD1,2020/06/05 23:00:00,6041.89,42.04,TRADE
QLD1,2020/06/05 23:30:00,5915.84,40.77,TRADE
QLD1,2020/06/06 00:00:00,5698.43,38.27,TRADE
QLD1,2020/06/06 00:30:00,5549.96,41.13,TRADE
QLD1,2020/06/06 01:00:00,5386.55,39.58,TRADE
QLD1,2020/06/06 01:30:00,5265.02,37.96,TRADE
QLD1,2020/06/06 02:00:00,5187.69,38.22,TRADE
QLD1,2020/06/06 02:30:00,5135.32,39.03,TRADE
QLD1,2020/06/06 03:00:00,5128.71,38.66,TRADE
QLD1,2020/06/06 03:30:00,5086.17,37.75,TRADE
QLD1,2020/06/06 04:00:00,5101.78,37.39,TRADE
QLD1,2020/06/06 04:30:00,5121.79,37.50,TRADE
QLD1,2020/06/06 05:00:00,5183.16,37.80,TRADE
QLD1,2020/06/06 05:30:00,5272.04,38.03,TRADE
QLD1,2020/06/06 06:00:00,5362.61,38.92,TRADE
QLD1,2020/06/06 06:30:00,5533.54,37.44,TRADE
QLD1,2020/06/06 07:00:00,5687.98,40.68,TRADE
QLD1,2020/06/06 07:30:00,5898.16,42.62,TRADE
QLD1,2020/06/06 08:00:00,5877.07,38.39,TRADE
QLD1,2020/06/06 08:30:00,5781.56,34.67,TRADE
QLD1,2020/06/06 09:00:00,5653.19,30.29,TRADE
QLD1,2020/06/06 09:30:00,5445.25,32.21,TRADE
QLD1,2020/06/06 10:00:00,5225.88,19.70,TRADE
QLD1,2020/06/06 10:30:00,5026.08,14.56,TRADE
QLD1,2020/06/06 11:00:00,4886.69,1.70,TRADE
QLD1,2020/06/06 11:30:00,4746.52,6.24,TRADE
QLD1,2020/06/06 12:00:00,4669.12,4.70,TRADE
QLD1,2020/06/06 12:30:00,4666.44,22.24,TRADE
QLD1,2020/06/06 13:00:00,4674.27,24.55,TRADE
QLD1,2020/06/06 13:30:00,4675.33,19.30,TRADE
QLD1,2020/06/06 14:00:00,4778.6,24.80,TRADE
QLD1,2020/06/06 14:30:00,4942.77,14.58,TRADE
QLD1,2020/06/06 15:00:00,5149.36,26.30,TRADE
QLD1,2020/06/06 15:30:00,5384.18,33.37,TRADE
QLD1,2020/06/06 16:00:00,5657.02,35.98,TRADE
QLD1,2020/06/06 16:30:00,5947.08,37.61,TRADE
QLD1,2020/06/06 17:00:00,6247.33,44.99,TRADE
QLD1,2020/06/06 17:30:00,6569.41,48.42,TRADE
QLD1,2020/06/06 18:00:00,6801.18,52.35,TRADE
QLD1,2020/06/06 18:30:00,6771.59,50.21,TRADE
QLD1,2020/06/06 19:00:00,6715.49,46.14,TRADE
QLD1,2020/06/06 19:30:00,6626.09,46.14,TRADE
QLD1,2020/06/06 20:00:00,6603.58,44.07,TRADE
QLD1,2020/06/06 20:30:00,6539.91,46.45,TRADE
QLD1,2020/06/06 21:00:00,6326.33,46.82,TRADE
QLD1,2020/06/06 21:30:00,6207.93,41.83,TRADE
QLD1,2020/06/06 22:00:00,6102.62,44.71,TRADE
QLD1,2020/06/06 22:30:00,6057.35,46.57,TRADE
QLD1,2020/06/06 23:00:00,5945.94,40.41,TRADE
QLD1,2020/06/06 23:30:00,5746.63,37.95,TRADE
QLD1,2020/06/07 00:00:00,5546.8,37.59,TRADE
QLD1,2020/06/07 00:30:00,5414.44,39.04,TRADE
QLD1,2020/06/07 01:00:00,5341.13,42.55,TRADE
QLD1,2020/06/07 01:30:00,5249.59,41.05,TRADE
QLD1,2020/06/07 02:00:00,5150.18,38.01,TRADE
QLD1,2020/06/07 02:30:00,5092.86,39.10,TRADE
QLD1,2020/06/07 03:00:00,5021.58,36.36,TRADE
QLD1,2020/06/07 03:30:00,5042.08,36.33,TRADE
QLD1,2020/06/07 04:00:00,5043.77,36.35,TRADE
QLD1,2020/06/07 04:30:00,5075.67,36.86,TRADE
QLD1,2020/06/07 05:00:00,5061.59,36.83,TRADE
QLD1,2020/06/07 05:30:00,5152.24,37.46,TRADE
QLD1,2020/06/07 06:00:00,5202.84,34.38,TRADE
QLD1,2020/06/07 06:30:00,5316.99,35.88,TRADE
QLD1,2020/06/07 07:00:00,5459.42,37.25,TRADE
QLD1,2020/06/07 07:30:00,5658.3,41.81,TRADE
QLD1,2020/06/07 08:00:00,5677.58,38.27,TRADE
QLD1,2020/06/07 08:30:00,5714,38.48,TRADE
QLD1,2020/06/07 09:00:00,5641.19,37.83,TRADE
QLD1,2020/06/07 09:30:00,5496.73,40.62,TRADE
QLD1,2020/06/07 10:00:00,5345.77,38.30,TRADE
QLD1,2020/06/07 10:30:00,5245.75,38.34,TRADE
QLD1,2020/06/07 11:00:00,5187.79,34.70,TRADE
QLD1,2020/06/07 11:30:00,5158.79,34.83,TRADE
QLD1,2020/06/07 12:00:00,5120.84,33.97,TRADE
QLD1,2020/06/07 12:30:00,5178.13,35.12,TRADE
QLD1,2020/06/07 13:00:00,5175.39,36.17,TRADE
QLD1,2020/06/07 13:30:00,5144.19,37.25,TRADE
QLD1,2020/06/07 14:00:00,5224.78,49.66,TRADE
QLD1,2020/06/07 14:30:00,5362.87,43.18,TRADE
QLD1,2020/06/07 15:00:00,5537.5,41.21,TRADE
QLD1,2020/06/07 15:30:00,5640.41,51.62,TRADE
QLD1,2020/06/07 16:00:00,5816.05,55.41,TRADE
QLD1,2020/06/07 16:30:00,6078.87,51.97,TRADE
QLD1,2020/06/07 17:00:00,6448.51,98.98,TRADE
QLD1,2020/06/07 17:30:00,6821.28,150.62,TRADE
QLD1,2020/06/07 18:00:00,7041.14,79.74,TRADE
QLD1,2020/06/07 18:30:00,7029.76,81.01,TRADE
QLD1,2020/06/07 19:00:00,7002.89,61.07,TRADE
QLD1,2020/06/07 19:30:00,6822.54,55.81,TRADE
QLD1,2020/06/07 20:00:00,6746.19,48.58,TRADE
QLD1,2020/06/07 20:30:00,6623.15,46.28,TRADE
QLD1,2020/06/07 21:00:00,6443.29,46.50,TRADE
QLD1,2020/06/07 21:30:00,6302.66,48.32,TRADE
QLD1,2020/06/07 22:00:00,6115.86,47.17,TRADE
QLD1,2020/06/07 22:30:00,6022.15,45.98,TRADE
QLD1,2020/06/07 23:00:00,5970.08,42.76,TRADE
QLD1,2020/06/07 23:30:00,5758.02,42.08,TRADE
QLD1,2020/06/08 00:00:00,5577.72,39.22,TRADE
QLD1,2020/06/08 00:30:00,5455.76,41.84,TRADE
QLD1,2020/06/08 01:00:00,5325.66,40.48,TRADE
QLD1,2020/06/08 01:30:00,5199.32,39.52,TRADE
QLD1,2020/06/08 02:00:00,5120.56,43.12,TRADE
QLD1,2020/06/08 02:30:00,5106.96,43.04,TRADE
QLD1,2020/06/08 03:00:00,5062.85,43.89,TRADE
QLD1,2020/06/08 03:30:00,5057.99,42.74,TRADE
QLD1,2020/06/08 04:00:00,5048.16,39.32,TRADE
QLD1,2020/06/08 04:30:00,5162.96,43.82,TRADE
QLD1,2020/06/08 05:00:00,5287.49,45.69,TRADE
QLD1,2020/06/08 05:30:00,5495.12,46.14,TRADE
QLD1,2020/06/08 06:00:00,5682.02,44.55,TRADE
QLD1,2020/06/08 06:30:00,6057.25,43.74,TRADE
QLD1,2020/06/08 07:00:00,6473.38,48.82,TRADE
QLD1,2020/06/08 07:30:00,6796.11,47.37,TRADE
QLD1,2020/06/08 08:00:00,6744.94,46.22,TRADE
QLD1,2020/06/08 08:30:00,6456.12,44.44,TRADE
QLD1,2020/06/08 09:00:00,6115.61,41.30,TRADE
QLD1,2020/06/08 09:30:00,5863.96,40.19,TRADE
QLD1,2020/06/08 10:00:00,5620.1,36.60,TRADE
QLD1,2020/06/08 10:30:00,5493.72,35.57,TRADE
QLD1,2020/06/08 11:00:00,5371.15,32.10,TRADE
